date,home_team,away_team,home_goals,away_goals,competition,season
2031-01-27,Hamburg,Leverkusen,0,2,BL1,2022
2031-01-30,Schalke,Stuttgart,1,0,BL1,2022
2031-02-02,Hertha,Hannover,1,0,BL1,2022
2031-02-05,Frankfurt,Bayern,0,0,BL1,2022
2031-02-08,Hamburg,Hertha,2,2,BL1,2022
2031-02-11,Stuttgart,Frankfurt,2,1,BL1,2022
2031-02-14,Union Berlin,Bayern,0,0,BL1,2022
2031-02-17,Koeln,Hannover,1,0,BL1,2022
2031-02-20,Mainz,Gladbach,1,1,BL1,2022
2031-02-23,Union Berlin,Hoffenheim,0,0,BL1,2022
2031-02-26,Hannover,Gladbach,0,1,BL1,2022
2031-03-01,Dortmund,Stuttgart,0,1,BL1,2022
2031-03-04,Bremen,Hannover,2,0,BL1,2022
2031-03-07,Leipzig,Hamburg,0,5,BL1,2022
2031-03-10,Mainz,Bayern,1,0,BL1,2022
2031-03-13,Union Berlin,Bremen,4,1,BL1,2022
2031-03-16,Hamburg,Augsburg,4,1,BL1,2022
2031-03-19,Koeln,Gladbach,2,5,BL1,2022
2031-03-22,Bayern,Frankfurt,0,1,BL1,2022
2031-03-25,Leipzig,Gladbach,0,1,BL1,2022
2031-03-28,Schalke,Leverkusen,0,0,BL1,2022
2031-03-31,Stuttgart,Bayern,0,1,BL1,2022
2031-04-03,Mainz,Leipzig,2,1,BL1,2022
2031-04-06,Bremen,Augsburg,0,0,BL1,2022
2031-04-09,Wolfsburg,Schalke,2,4,BL1,2022
2031-04-12,Gladbach,Leverkusen,1,0,BL1,2022
2031-04-15,Bremen,Union Berlin,0,0,BL1,2022
2031-04-18,Hoffenheim,Union Berlin,0,0,BL1,2022
2031-04-21,Augsburg,Leipzig,3,1,BL1,2022
2031-04-24,Bochum,Union Berlin,3,1,BL1,2022
2031-04-27,Hamburg,Hannover,0,2,BL1,2022
2031-04-30,Mainz,Frankfurt,1,4,BL1,2022
2031-05-03,Freiburg,Hertha,1,1,BL1,2022
2031-05-06,Freiburg,Bayern,0,2,BL1,2022
2031-05-09,Gladbach,Hoffenheim,4,0,BL1,2022
2031-05-12,Schalke,Hamburg,0,5,BL1,2022
2031-05-15,Leverkusen,Bochum,1,0,BL1,2022
2031-05-18,Hertha,Bremen,0,2,BL1,2022
2031-05-21,Bayern,Wolfsburg,2,1,BL1,2022
2031-05-24,Hannover,Hertha,2,0,BL1,2022
2031-05-27,Koeln,Hertha,2,0,BL1,2022
2031-05-30,Bochum,Bayern,3,4,BL1,2022
2031-06-02,Hannover,Leipzig,1,1,BL1,2022
2031-06-05,Wolfsburg,Bochum,1,0,BL1,2022
2031-06-08,Freiburg,Dortmund,3,2,BL1,2022
2031-06-11,Wolfsburg,Hannover,0,0,BL1,2022
2031-06-14,Wolfsburg,Gladbach,1,0,BL1,2022
2031-06-17,Gladbach,Union Berlin,0,1,BL1,2022
2031-06-20,Hertha,Union Berlin,0,0,BL1,2022
2031-06-23,Schalke,Augsburg,1,0,BL1,2022
2031-06-26,Augsburg,Union Berlin,0,1,BL1,2022
2031-06-29,Schalke,Hannover,1,0,BL1,2022
2031-07-02,Union Berlin,Koeln,0,1,BL1,2022
2031-07-05,Leipzig,Hoffenheim,0,0,BL1,2022
2031-07-08,Freiburg,Hannover,2,0,BL1,2022
2031-07-11,Frankfurt,Mainz,7,0,BL1,2022
2031-07-14,Hoffenheim,Wolfsburg,0,1,BL1,2022
2031-07-17,Hoffenheim,Mainz,0,0,BL1,2022
2031-07-20,Stuttgart,Schalke,1,1,BL1,2022
2031-07-23,Gladbach,Hertha,7,1,BL1,2022
2031-07-26,Bremen,Gladbach,1,0,BL1,2022
2031-07-29,Frankfurt,Gladbach,0,3,BL1,2022
2031-08-01,Bremen,Bayern,0,0,BL1,2022
2031-08-04,Hertha,Bayern,2,5,BL1,2022
2031-08-07,Koeln,Leverkusen,0,0,BL1,2022
2031-08-10,Hannover,Schalke,1,2,BL1,2022
2031-08-13,Freiburg,Augsburg,2,1,BL1,2022
2031-08-16,Bayern,Hertha,0,0,BL1,2022
2031-08-19,Leverkusen,Union Berlin,1,1,BL1,2022
2031-08-22,Schalke,Leipzig,3,0,BL1,2022
2031-08-25,Augsburg,Stuttgart,1,0,BL1,2022
2031-08-28,Koeln,Bochum,0,0,BL1,2022
2031-08-31,Bremen,Hoffenheim,1,1,BL1,2022
2031-09-03,Hoffenheim,Hamburg,2,1,BL1,2022
2031-09-06,Union Berlin,Mainz,1,0,BL1,2022
2031-09-09,Wolfsburg,Union Berlin,7,0,BL1,2022
2031-09-12,Hoffenheim,Stuttgart,1,0,BL1,2022
2031-09-15,Dortmund,Union Berlin,0,0,BL1,2022
2031-09-18,Bremen,Wolfsburg,2,5,BL1,2022
2031-09-21,Bayern,Schalke,1,0,BL1,2022
2031-09-24,Freiburg,Stuttgart,3,1,BL1,2022
2031-09-27,Dortmund,Bochum,1,1,BL1,2022
2031-09-30,Wolfsburg,Mainz,2,0,BL1,2022
2031-10-03,Wolfsburg,Leverkusen,2,4,BL1,2022
2031-10-06,Frankfurt,Koeln,0,0,BL1,2022
2031-10-09,Bayern,Gladbach,1,1,BL1,2022
2031-10-12,Gladbach,Freiburg,0,0,BL1,2022
2031-10-15,Stuttgart,Leipzig,0,1,BL1,2022
2031-10-18,Leverkusen,Koeln,3,0,BL1,2022
2031-10-21,Augsburg,Schalke,1,1,BL1,2022
2031-10-24,Koeln,Bremen,1,0,BL1,2022
2031-10-27,Hannover,Koeln,1,0,BL1,2022
2031-10-30,Dortmund,Gladbach,3,1,BL1,2022
2031-11-02,Frankfurt,Freiburg,1,0,BL1,2022
2031-11-05,Koeln,Schalke,0,1,BL1,2022
2031-11-08,Dortmund,Augsburg,0,0,BL1,2022
2031-11-11,Augsburg,Dortmund,0,0,BL1,2022
2031-11-14,Koeln,Hamburg,0,0,BL1,2022
2031-11-17,Koeln,Dortmund,1,1,BL1,2022
2031-11-20,Augsburg,Hannover,0,0,BL1,2022
2031-11-23,Wolfsburg,Stuttgart,1,1,BL1,2022
2031-11-26,Hannover,Frankfurt,0,0,BL1,2022
2031-11-29,Wolfsburg,Dortmund,3,1,BL1,2022
2031-12-02,Leipzig,Mainz,3,3,BL1,2022
2031-12-05,Schalke,Union Berlin,1,0,BL1,2022
2031-12-08,Hertha,Wolfsburg,0,3,BL1,2022
2031-12-11,Bochum,Frankfurt,0,2,BL1,2022
2031-12-14,Hannover,Hamburg,1,1,BL1,2022
2031-12-17,Mainz,Koeln,0,0,BL1,2022
2031-12-20,Bochum,Hamburg,2,0,BL1,2022
2031-12-23,Mainz,Dortmund,0,0,BL1,2022
2031-12-26,Leverkusen,Bremen,1,0,BL1,2022
2031-12-29,Freiburg,Leipzig,1,0,BL1,2022
2032-01-01,Leipzig,Koeln,0,0,BL1,2022
2032-01-04,Hamburg,Mainz,1,0,BL1,2022
2032-01-07,Hamburg,Stuttgart,3,5,BL1,2022
2032-01-10,Koeln,Frankfurt,0,2,BL1,2022
2032-01-13,Union Berlin,Bochum,0,0,BL1,2022
2032-01-16,Mainz,Union Berlin,0,0,BL1,2022
2032-01-19,Mainz,Leverkusen,3,2,BL1,2022
2032-01-22,Hoffenheim,Dortmund,0,1,BL1,2022
2032-01-25,Bayern,Bochum,0,0,BL1,2022
2032-01-28,Augsburg,Bayern,4,1,BL1,2022
2032-01-31,Union Berlin,Frankfurt,0,3,BL1,2022
2032-02-03,Hamburg,Bayern,4,0,BL1,2023
2032-02-06,Koeln,Bayern,0,1,BL1,2023
2032-02-09,Schalke,Union Berlin,0,0,BL1,2023
2032-02-12,Schalke,Hoffenheim,0,0,BL1,2023
2032-02-15,Bochum,Hamburg,2,0,BL1,2023
2032-02-18,Wolfsburg,Augsburg,0,1,BL1,2023
2032-02-21,Hoffenheim,Union Berlin,0,0,BL1,2023
2032-02-24,Augsburg,Hannover,0,0,BL1,2023
2032-02-27,Bochum,Bayern,0,0,BL1,2023
2032-03-01,Freiburg,Bayern,2,5,BL1,2023
2032-03-04,Gladbach,Schalke,7,1,BL1,2023
2032-03-07,Hertha,Bremen,0,1,BL1,2023
2032-03-10,Dortmund,Schalke,1,2,BL1,2023
2032-03-13,Stuttgart,Dortmund,0,0,BL1,2023
2032-03-16,Mainz,Bremen,6,1,BL1,2023
2032-03-19,Augsburg,Leipzig,1,2,BL1,2023
2032-03-22,Wolfsburg,Stuttgart,1,0,BL1,2023
2032-03-25,Leipzig,Hoffenheim,1,0,BL1,2023
2032-03-28,Leipzig,Bayern,0,4,BL1,2023
2032-03-31,Wolfsburg,Gladbach,1,1,BL1,2023
2032-04-03,Hannover,Leipzig,0,1,BL1,2023
2032-04-06,Mainz,Union Berlin,0,0,BL1,2023
2032-04-09,Hoffenheim,Hamburg,0,2,BL1,2023
2032-04-12,Mainz,Koeln,0,2,BL1,2023
2032-04-15,Bremen,Augsburg,2,1,BL1,2023
2032-04-18,Koeln,Union Berlin,0,0,BL1,2023
2032-04-21,Frankfurt,Bochum,0,0,BL1,2023
2032-04-24,Freiburg,Hertha,1,0,BL1,2023
2032-04-27,Hannover,Leverkusen,1,0,BL1,2023
2032-04-30,Koeln,Hertha,0,0,BL1,2023
2032-05-03,Hoffenheim,Bremen,2,1,BL1,2023
2032-05-06,Stuttgart,Hamburg,0,2,BL1,2023
2032-05-09,Schalke,Freiburg,2,1,BL1,2023
2032-05-12,Bayern,Hertha,1,0,BL1,2023
2032-05-15,Hamburg,Stuttgart,1,1,BL1,2023
2032-05-18,Hamburg,Bremen,2,0,BL1,2023
2032-05-21,Augsburg,Mainz,1,0,BL1,2023
2032-05-24,Augsburg,Leverkusen,1,0,BL1,2023
2032-05-27,Bayern,Koeln,3,0,BL1,2023
2032-05-30,Schalke,Hertha,4,0,BL1,2023
2032-06-02,Union Berlin,Gladbach,0,0,BL1,2023
2032-06-05,Gladbach,Mainz,1,2,BL1,2023
2032-06-08,Gladbach,Hamburg,2,1,BL1,2023
2032-06-11,Dortmund,Union Berlin,1,0,BL1,2023
2032-06-14,Hertha,Leipzig,0,1,BL1,2023
2032-06-17,Bayern,Frankfurt,0,5,BL1,2023
2032-06-20,Union Berlin,Hoffenheim,0,0,BL1,2023
2032-06-23,Bochum,Augsburg,4,0,BL1,2023
2032-06-26,Frankfurt,Hoffenheim,3,0,BL1,2023
2032-06-29,Hamburg,Schalke,1,5,BL1,2023
2032-07-02,Leipzig,Union Berlin,0,0,BL1,2023
2032-07-05,Schalke,Bayern,2,3,BL1,2023
2032-07-08,Gladbach,Stuttgart,0,0,BL1,2023
2032-07-11,Hannover,Bayern,0,0,BL1,2023
2032-07-14,Hertha,Mainz,4,5,BL1,2023
2032-07-17,Stuttgart,Koeln,0,1,BL1,2023
2032-07-20,Leverkusen,Hannover,1,0,BL1,2023
2032-07-23,Hamburg,Dortmund,1,0,BL1,2023
2032-07-26,Bochum,Frankfurt,1,0,BL1,2023
2032-07-29,Freiburg,Koeln,3,0,BL1,2023
2032-08-01,Freiburg,Frankfurt,0,2,BL1,2023
2032-08-04,Union Berlin,Augsburg,0,0,BL1,2023
2032-08-07,Bayern,Augsburg,2,2,BL1,2023
2032-08-10,Bayern,Bremen,0,0,BL1,2023
2032-08-13,Dortmund,Bochum,0,0,BL1,2023
2032-08-16,Freiburg,Stuttgart,0,7,BL1,2023
2032-08-19,Leipzig,Hannover,0,0,BL1,2023
2032-08-22,Augsburg,Gladbach,0,7,BL1,2023
2032-08-25,Koeln,Hoffenheim,0,0,BL1,2023
2032-08-28,Koeln,Leverkusen,1,0,BL1,2023
2032-08-31,Hamburg,Koeln,3,1,BL1,2023
2032-09-03,Stuttgart,Leipzig,1,0,BL1,2023
2032-09-06,Schalke,Stuttgart,2,4,BL1,2023
2032-09-09,Bochum,Hertha,0,4,BL1,2023
2032-09-12,Augsburg,Bochum,0,0,BL1,2023
2032-09-15,Dortmund,Bayern,1,7,BL1,2023
2032-09-18,Stuttgart,Hoffenheim,1,0,BL1,2023
2032-09-21,Bremen,Hamburg,5,0,BL1,2023
2032-09-24,Koeln,Freiburg,0,0,BL1,2023
2032-09-27,Stuttgart,Wolfsburg,4,0,BL1,2023
2032-09-30,Wolfsburg,Dortmund,3,1,BL1,2023
2032-10-03,Union Berlin,Hertha,0,1,BL1,2023
2032-10-06,Leverkusen,Bayern,1,4,BL1,2023
2032-10-09,Hannover,Koeln,0,0,BL1,2023
2032-10-12,Mainz,Bochum,0,0,BL1,2023
2032-10-15,Schalke,Mainz,0,1,BL1,2023
2032-10-18,Bayern,Gladbach,0,2,BL1,2023
2032-10-21,Dortmund,Hannover,0,0,BL1,2023
2032-10-24,Bayern,Hamburg,5,2,BL1,2023
2032-10-27,Dortmund,Wolfsburg,1,3,BL1,2023
2032-10-30,Stuttgart,Mainz,0,2,BL1,2023
2032-11-02,Freiburg,Bochum,2,1,BL1,2023
2032-11-05,Bremen,Mainz,2,1,BL1,2023
2032-11-08,Wolfsburg,Leverkusen,0,1,BL1,2023
2032-11-11,Koeln,Bochum,1,0,BL1,2023
2032-11-14,Schalke,Koeln,0,1,BL1,2023
2032-11-17,Hoffenheim,Leipzig,0,2,BL1,2023
2032-11-20,Dortmund,Hamburg,0,4,BL1,2023
2032-11-23,Mainz,Schalke,3,0,BL1,2023
2032-11-26,Hamburg,Hannover,2,0,BL1,2023
2032-11-29,Union Berlin,Freiburg,0,3,BL1,2023
2032-12-02,Union Berlin,Schalke,0,0,BL1,2023
2032-12-05,Wolfsburg,Mainz,0,1,BL1,2023
2032-12-08,Wolfsburg,Leipzig,0,0,BL1,2023
2032-12-11,Hannover,Augsburg,0,0,BL1,2023
2032-12-14,Gladbach,Bayern,2,0,BL1,2023
2032-12-17,Gladbach,Hannover,1,0,BL1,2023
2032-12-20,Leipzig,Schalke,1,0,BL1,2023
2032-12-23,Gladbach,Bochum,0,0,BL1,2023
2032-12-26,Hoffenheim,Augsburg,0,0,BL1,2023
2032-12-29,Dortmund,Augsburg,0,0,BL1,2023
2033-01-01,Leipzig,Bochum,0,0,BL1,2023
2033-01-04,Wolfsburg,Bremen,1,1,BL1,2023
2033-01-07,Stuttgart,Hertha,0,0,BL1,2023
2033-01-10,Frankfurt,Union Berlin,1,0,BL1,2023
2033-01-13,Schalke,Frankfurt,2,0,BL1,2023
2033-01-16,Hoffenheim,Leverkusen,1,1,BL1,2023
2033-01-19,Stuttgart,Freiburg,0,0,BL1,2023
2033-01-22,Dortmund,Koeln,1,0,BL1,2023
2033-01-25,Gladbach,Freiburg,4,0,BL1,2023
2033-01-28,Leipzig,Hamburg,1,1,BL1,2023
2033-01-31,Leverkusen,Gladbach,0,0,BL1,2023
2033-02-03,Wolfsburg,Hamburg,1,0,BL1,2023
2033-02-06,Leipzig,Gladbach,0,7,BL1,2023
2033-02-09,Hertha,Schalke,1,7,BL1,2023
2033-02-12,Hertha,Frankfurt,0,0,BL1,2023
2033-02-15,Leverkusen,Stuttgart,0,3,BL1,2023
2033-02-18,Bayern,Leipzig,0,0,BL1,2023
2033-02-21,Leverkusen,Leipzig,1,2,BL1,2023
2033-02-24,Bremen,Bochum,0,0,BL1,2023
2033-02-27,Hertha,Wolfsburg,4,5,BL1,2023
2033-03-02,Union Berlin,Leipzig,2,2,BL1,2023
2033-03-05,Hertha,Bayern,0,2,BL1,2023
2033-03-08,Freiburg,Hoffenheim,0,0,BL1,2023
2033-03-11,Freiburg,Bremen,0,0,BL1,2023
2033-03-14,Hertha,Gladbach,1,0,BL1,2023
2033-03-17,Mainz,Wolfsburg,1,0,BL1,2023
2033-03-20,Hertha,Freiburg,0,2,BL1,2023
2033-03-23,Leverkusen,Schalke,0,2,BL1,2023
2033-03-26,Mainz,Leverkusen,0,1,BL1,2023
2033-03-29,Hamburg,Mainz,2,0,BL1,2023
2033-04-01,Bochum,Schalke,0,0,BL1,2023
2033-04-04,Bayern,Dortmund,3,0,BL1,2023
2033-04-07,Bayern,Leverkusen,0,1,BL1,2023
2033-04-10,Frankfurt,Dortmund,0,0,BL1,2023
2033-04-13,Bochum,Leipzig,0,2,BL1,2023
2033-04-16,Leverkusen,Augsburg,1,2,BL1,2023
2033-04-19,Bochum,Gladbach,0,3,BL1,2023
2033-04-22,Hannover,Hoffenheim,1,0,BL1,2023
2033-04-25,Frankfurt,Leipzig,1,5,BL1,2023
2033-04-28,Hoffenheim,Hannover,0,0,BL1,2023
2033-05-01,Dortmund,Frankfurt,2,1,BL1,2023
2033-05-04,Koeln,Schalke,0,1,BL1,2023
2033-05-07,Hamburg,Union Berlin,1,2,BL1,2023
2033-05-10,Freiburg,Augsburg,0,0,BL1,2023
2033-05-13,Frankfurt,Koeln,1,0,BL1,2023
2033-05-16,Schalke,Wolfsburg,0,0,BL1,2023
2033-05-19,Union Berlin,Leverkusen,0,0,BL1,2023
2033-05-22,Bochum,Leverkusen,1,0,BL1,2023
2033-05-25,Wolfsburg,Schalke,7,1,BL1,2023
2033-05-28,Union Berlin,Bremen,1,0,BL1,2023
2033-05-31,Freiburg,Leipzig,5,2,BL1,2023
2033-06-03,Mainz,Bayern,2,0,BL1,2023
2033-06-06,Union Berlin,Hannover,0,0,BL1,2023
2033-06-09,Leipzig,Mainz,0,3,BL1,2023
2033-06-12,Mainz,Hannover,1,0,BL1,2023
2033-06-15,Dortmund,Hertha,0,4,BL1,2023
2033-06-18,Hoffenheim,Koeln,1,1,BL1,2023
2033-06-21,Augsburg,Koeln,0,0,BL1,2023
2033-06-24,Bremen,Wolfsburg,0,6,BL1,2023
2033-06-27,Hertha,Union Berlin,3,0,BL1,2023
2033-06-30,Freiburg,Wolfsburg,1,0,BL1,2023
2033-07-03,Gladbach,Leverkusen,0,0,BL1,2023
2033-07-06,Gladbach,Dortmund,3,1,BL1,2023
2033-07-09,Frankfurt,Hertha,0,1,BL1,2023
2033-07-12,Gladbach,Hertha,1,0,BL1,2023
2033-07-15,Bayern,Hoffenheim,7,3,BL1,2023
2033-07-18,Bayern,Mainz,0,4,BL1,2023
2033-07-21,Leipzig,Freiburg,3,0,BL1,2023
2033-07-24,Schalke,Bremen,1,2,BL1,2023
2033-07-27,Dortmund,Gladbach,0,0,BL1,2023
2033-07-30,Bremen,Dortmund,2,1,BL1,2023
2033-08-02,Mainz,Hoffenheim,2,2,BL1,2023
2033-08-05,Bremen,Leverkusen,0,0,BL1,2023
2033-08-08,Leverkusen,Hertha,0,3,BL1,2023
2033-08-11,Leverkusen,Union Berlin,3,2,BL1,2023
2033-08-14,Stuttgart,Schalke,0,2,BL1,2023
2033-08-17,Frankfurt,Leverkusen,0,0,BL1,2023
2033-08-20,Wolfsburg,Frankfurt,3,1,BL1,2023
2033-08-23,Bremen,Koeln,0,1,BL1,2023
2033-08-26,Augsburg,Freiburg,0,0,BL1,2023
2033-08-29,Leipzig,Dortmund,1,0,BL1,2023
2033-09-01,Mainz,Freiburg,2,1,BL1,2023
2033-09-04,Hertha,Bochum,0,1,BL1,2023
2033-09-07,Augsburg,Schalke,1,0,BL1,2023
2033-09-10,Hannover,Hamburg,2,1,BL1,2023
2033-09-13,Koeln,Stuttgart,0,0,BL1,2023
2033-09-16,Schalke,Bochum,0,2,BL1,2023
2033-09-19,Augsburg,Hamburg,0,0,BL1,2023
2033-09-22,Augsburg,Union Berlin,0,1,BL1,2023
2033-09-25,Hamburg,Frankfurt,7,2,BL1,2023
2033-09-28,Bayern,Stuttgart,0,4,BL1,2023
2033-10-01,Hannover,Bochum,4,3,BL1,2023
2033-10-04,Schalke,Augsburg,1,0,BL1,2023
2033-10-07,Hamburg,Hertha,1,0,BL1,2023
2033-10-10,Gladbach,Frankfurt,0,0,BL1,2023
2033-10-13,Dortmund,Mainz,1,0,BL1,2023
2033-10-16,Hamburg,Augsburg,0,1,BL1,2023
2033-10-19,Bochum,Stuttgart,2,1,BL1,2023
2033-10-22,Leipzig,Hertha,1,2,BL1,2023
2033-10-25,Hannover,Schalke,1,1,BL1,2023
2033-10-28,Koeln,Dortmund,0,1,BL1,2023
2033-10-31,Stuttgart,Frankfurt,0,7,BL1,2023
2033-11-03,Hertha,Hannover,1,0,BL1,2023
2033-11-06,Leverkusen,Mainz,1,1,BL1,2023
2033-11-09,Mainz,Hamburg,1,2,BL1,2023
2033-11-12,Leverkusen,Frankfurt,0,0,BL1,2023
2033-11-15,Hertha,Hamburg,0,0,BL1,2023
2033-11-18,Dortmund,Stuttgart,1,1,BL1,2023
2033-11-21,Bayern,Freiburg,1,2,BL1,2023
2033-11-24,Bochum,Hoffenheim,0,0,BL1,2023
2033-11-27,Leipzig,Augsburg,0,2,BL1,2023
2033-11-30,Leipzig,Wolfsburg,0,2,BL1,2023
2033-12-03,Wolfsburg,Bochum,0,2,BL1,2023
2033-12-06,Freiburg,Dortmund,6,1,BL1,2023
2033-12-09,Stuttgart,Bremen,0,0,BL1,2023
2033-12-12,Union Berlin,Hamburg,0,0,BL1,2023
2033-12-15,Augsburg,Dortmund,1,1,BL1,2023
2033-12-18,Hannover,Gladbach,0,1,BL1,2023
2033-12-21,Bochum,Bremen,0,1,BL1,2023
2033-12-24,Augsburg,Hoffenheim,3,1,BL1,2023
2033-12-27,Hannover,Wolfsburg,1,0,BL1,2023
2033-12-30,Bochum,Hannover,0,0,BL1,2023
2034-01-02,Leverkusen,Koeln,0,0,BL1,2023
2034-01-05,Hannover,Dortmund,0,1,BL1,2023
2034-01-08,Mainz,Stuttgart,1,5,BL1,2023
2034-01-11,Mainz,Leipzig,0,0,BL1,2023
2034-01-14,Gladbach,Koeln,2,3,BL1,2023
2034-01-17,Stuttgart,Bayern,1,2,BL1,2023
2034-01-20,Hamburg,Gladbach,0,3,BL1,2023
2034-01-23,Mainz,Hertha,0,1,BL1,2023
2034-01-26,Frankfurt,Freiburg,1,0,BL1,2023
2034-01-29,Frankfurt,Wolfsburg,3,1,BL1,2023
2034-02-01,Leverkusen,Dortmund,1,0,BL1,2023
2034-02-04,Frankfurt,Bremen,0,0,BL1,2023
2034-02-07,Leipzig,Frankfurt,1,0,BL1,2023
2034-02-10,Dortmund,Leipzig,0,2,BL1,2023
2034-02-13,Bayern,Hannover,1,0,BL1,2023
2034-02-16,Bremen,Frankfurt,2,0,BL1,2023
2034-02-19,Schalke,Leipzig,1,0,BL1,2023
2034-02-22,Wolfsburg,Hoffenheim,1,0,BL1,2023
2034-02-25,Koeln,Bremen,1,0,BL1,2023
2034-02-28,Mainz,Frankfurt,1,1,BL1,2023
2034-03-03,Hannover,Frankfurt,0,3,BL1,2023
2034-03-06,Schalke,Dortmund,0,0,BL1,2023
2034-03-09,Hoffenheim,Dortmund,1,0,BL1,2023
2034-03-12,Frankfurt,Augsburg,4,1,BL1,2023
2034-03-15,Hertha,Dortmund,2,0,BL1,2023
2034-03-18,Bremen,Hoffenheim,2,0,BL1,2023
2034-03-21,Union Berlin,Stuttgart,0,0,BL1,2023
2034-03-24,Hertha,Leverkusen,1,1,BL1,2023
2034-03-27,Leipzig,Leverkusen,1,1,BL1,2023
2034-03-30,Bremen,Bayern,1,0,BL1,2023
2034-04-02,Hertha,Augsburg,0,1,BL1,2023
2034-04-05,Hannover,Mainz,2,0,BL1,2023
2034-04-08,Schalke,Hamburg,0,0,BL1,2023
2034-04-11,Hoffenheim,Bochum,0,0,BL1,2023
2034-04-14,Union Berlin,Koeln,0,0,BL1,2023
2034-04-17,Hamburg,Bochum,0,0,BL1,2023
2034-04-20,Wolfsburg,Union Berlin,2,0,BL1,2023
2034-04-23,Hoffenheim,Mainz,0,1,BL1,2023
2034-04-26,Leverkusen,Freiburg,1,2,BL1,2023
2034-04-29,Bochum,Dortmund,0,1,BL1,2023
2034-05-02,Bayern,Bochum,2,7,BL1,2023
2034-05-05,Hoffenheim,Wolfsburg,0,2,BL1,2023
2034-05-08,Freiburg,Hamburg,6,7,BL1,2023
2034-05-11,Stuttgart,Bochum,0,1,BL1,2023
2034-05-14,Hoffenheim,Stuttgart,0,1,BL1,2023
2034-05-17,Union Berlin,Bayern,6,0,BL1,2023
2034-05-20,Hoffenheim,Bayern,0,1,BL1,2023
2034-05-23,Hertha,Stuttgart,1,1,BL1,2023
2034-05-26,Leipzig,Bremen,1,0,BL1,2023
2034-05-29,Bremen,Hertha,1,1,BL1,2023
2034-06-01,Freiburg,Schalke,7,0,BL1,2023
2034-06-04,Wolfsburg,Hertha,0,1,BL1,2023
2034-06-07,Dortmund,Bremen,0,1,BL1,2023
2034-06-10,Frankfurt,Mainz,3,7,BL1,2023
2034-06-13,Leipzig,Koeln,0,0,BL1,2023
2034-06-16,Hannover,Freiburg,0,2,BL1,2023
2034-06-19,Dortmund,Freiburg,0,0,BL1,2023
2034-06-22,Gladbach,Wolfsburg,0,3,BL1,2023
2034-06-25,Gladbach,Leipzig,0,0,BL1,2023
2034-06-28,Freiburg,Gladbach,0,0,BL1,2023
2034-07-01,Mainz,Dortmund,1,0,BL1,2023
2034-07-04,Koeln,Leipzig,1,1,BL1,2023
2034-07-07,Hamburg,Freiburg,0,0,BL1,2023
2034-07-10,Stuttgart,Union Berlin,0,0,BL1,2023
2034-07-13,Koeln,Hamburg,1,5,BL1,2023
2034-07-16,Leverkusen,Bremen,2,1,BL1,2023
2034-07-19,Schalke,Leverkusen,1,1,BL1,2023
2034-07-22,Bochum,Freiburg,4,1,BL1,2023
2034-07-25,Frankfurt,Gladbach,0,2,BL1,2023
2034-07-28,Hamburg,Wolfsburg,1,2,BL1,2023
2034-07-31,Bremen,Gladbach,1,0,BL1,2023
2034-08-03,Frankfurt,Bayern,2,0,BL1,2023
2034-08-06,Leverkusen,Hamburg,1,0,BL1,2023
2034-08-09,Wolfsburg,Freiburg,2,3,BL1,2023
2034-08-12,Augsburg,Wolfsburg,3,0,BL1,2023
2034-08-15,Bochum,Koeln,6,0,BL1,2023
2034-08-18,Stuttgart,Hannover,0,3,BL1,2023
2034-08-21,Freiburg,Union Berlin,2,2,BL1,2023
2034-08-24,Union Berlin,Wolfsburg,1,0,BL1,2023
2034-08-27,Schalke,Hannover,1,1,BL1,2023
2034-08-30,Freiburg,Leverkusen,3,1,BL1,2023
2034-09-02,Hannover,Bremen,0,0,BL1,2023
2034-09-05,Leverkusen,Bochum,0,1,BL1,2023
2034-09-08,Gladbach,Union Berlin,0,0,BL1,2023
2034-09-11,Frankfurt,Schalke,6,0,BL1,2023
2034-09-14,Bremen,Leipzig,0,0,BL1,2023
2034-09-17,Hannover,Union Berlin,1,1,BL1,2023
2034-09-20,Augsburg,Hertha,3,0,BL1,2023
2034-09-23,Hoffenheim,Hertha,0,0,BL1,2023
2034-09-26,Hannover,Hertha,0,0,BL1,2023
2034-09-29,Bochum,Wolfsburg,4,2,BL1,2023
2034-10-02,Hamburg,Leipzig,1,2,BL1,2023
2034-10-05,Bochum,Mainz,0,3,BL1,2023
2034-10-08,Koeln,Mainz,2,4,BL1,2023
2034-10-11,Frankfurt,Hannover,2,0,BL1,2023
2034-10-14,Hoffenheim,Schalke,1,1,BL1,2023
2034-10-17,Hoffenheim,Frankfurt,1,1,BL1,2023
2034-10-20,Schalke,Gladbach,0,4,BL1,2023
2034-10-23,Bremen,Stuttgart,1,1,BL1,2023
2034-10-26,Union Berlin,Frankfurt,0,1,BL1,2023
2034-10-29,Freiburg,Mainz,0,1,BL1,2023
2034-11-01,Union Berlin,Dortmund,1,0,BL1,2023
2034-11-04,Stuttgart,Gladbach,1,0,BL1,2023
2034-11-07,Wolfsburg,Bayern,4,0,BL1,2023
2034-11-10,Freiburg,Hannover,0,0,BL1,2023
2034-11-13,Hertha,Hoffenheim,0,0,BL1,2023
2034-11-16,Hoffenheim,Gladbach,0,0,BL1,2023
2034-11-19,Mainz,Gladbach,0,0,BL1,2023
2034-11-22,Leipzig,Stuttgart,1,1,BL1,2023
